交換    9
明るい  9
上司    9
減らす  9
通報    9
紹介    9
財布    9
出来事  9
上着    9
分析    9
働く    9
尋ねる  9
管理    9
コーヒー        9
歳以上  9
励ます  8
定める  8
これから        8
びく    8
ストレス        8
関心    8
限定    8
音楽    8
守る    8
遂行機能障害    8
交付    8
沿う    8
乾燥    8
防ぐ    8
排出    8
関連    8
高齢者虐待防止法        8
行為    8
日本    8
半年前  8
複数    8
洗濯    8
聴く    8
小さい  8
効果    8
手前    8
整える  8
ポータブルトイレ        8
冷蔵庫  8
不眠    8
残る    8
カンファレンス  8
定期的  8
送る    8
見つける        8
できるだけ      8
生活介護        8
閉じる  8
口調    8
健康    8
基本的  8
原則    8
取り入れる      8
軽い    8
実践    8
記憶障害        8
日常生活自立支援事業    8
座位    8
そのまま        8
世話    8
踏まえる        8
頑張る  8
玄関    8
嘔吐物  8
段差    8
着脱    8
通す    8
装着    8
着る    8
迎える  8
介護職員        8
作業    8
達成    8
動作    8
訪ねる  8
社会資源        8
立てる  8
照明    8
表現    8
尊厳    7
視覚障害者      7
日課    7
認識    7
意図    7
機能訓練        7
業務    7
ケアプラン      7
除外    7
行動援護        7
除去    7
血圧    7
食物    7
整理    7
出現    7
疑う    7
重度    7
高める  7
看取る  7
発見    7
金銭管理        7
国際生活機能分類        7
視覚障害        7
口頭    7
知的障害者      7
両手    7
チューブ        7
現象    7
抜く    7
右手    7
固定    7
造設    7
広い    7
寝室    7
開く    7
取る    7
説得    7
汚れる  7
苦手    7
ゴミ    7
生活支援技術    7
温度    7
楽しむ  7
浴室    7
左手    7
水分摂取        7
コップ  7
上肢    7
柔らかい        7
タンス  7
シーツ  7
伸ばす  7
決まる  7
提唱    7
筋肉    7
包丁    7
主治医  7
もっと  7
描く    7
介護負担        7
変性    7
把握    7
徐々に  7
疲れる  7
施設入所支援    7
統一    7
風呂    7
言語    7
具体的  7
制定    7
期待    7
落ち込む        7
体型認知症      7
会う    7
ショートステイ  7
関節    7
近い    7
選択    7
方向性  7
何度    7
話し合う        7
止める  7
近隣    7
割合    7
褥瘡    7
用語    7
若年者  7
順番    7
方向    7
増やす  7
スーパー        7
世帯    7
減少    7
測定    7
病気    7
血液    7
買う    7
収縮    7
クッション      7
十分    6
存在    6
なかなか        6
引き出す        6
当てはまる      6
社会福祉法      6
親族    6
生活保護        6
自由    6
寂しい  6
支給    6
高次脳機能障害  6
専念    6
制度    6
感覚    6
直接    6
指摘    6
上昇    6
過ぎる  6
良好    6
悲嘆    6
初期    6
始まる  6
現れる  6
嚥下障害        6
厚生労働省      6
場面    6
背中    6
体験    6
事業    6
介護保険法      6
心身機能        6
目指す  6
ペット  6
目立つ  6
留意    6
手話    6
身体障害者手帳  6
障害者差別解消法        6
合理的配慮      6
直す    6
事前    6
望ましい        6
成人    6
経口摂取        6
良い    6
策定    6
理念    6
一部    6
支援等  6
夕方    6
備える  6
便座    6
配膳    6
発語    6
洗髪    6
頸部    6
唾液    6
上半身  6
作用    6
背部    6
拭き取る        6
待つ    6
睡眠薬  6
下げる  6
脳性麻痺        6
細かい  6
聞き取る        6
要望    6
戻る    6
さらに  6
排便    6
同時に  6
自立生活援助    6
時期    6
趣味活動        6
全体    6
援助    6
改正    6
医療機関        6
障害者基本法    6
在宅    6
ビタミン        6
苦しい  6
嚥性肺炎        6
筋力    6
下痢    6
言動    6
統合失調症      6
筋萎縮性側索硬化症      6
自力    6
順調    6
担う    6
生活習慣        6
収集    6
方針    6
諦める  6
ドア    6
処分    6
廊下    6
乗る    6
食事中  6
カテーテル      6
重い    6
近づく  6
振り返る        6
満足度  6
職種連携        6
配置    6
文字    6
障害者虐待防止法        6
協議会  6
洗濯機  6
立案    6
訪れる  6
面会    6
長期目標        6
年齢    6
脳伷塞  6
判定    6
導入    6
食事量  6
集める  6
動機    6
骨折    6
操作    6
押す    5
区別    5
明確    5
学校    5
詳しい  5
社会福祉法人    5
指定    5
見つかる        5
義務    5
成年後見制度    5
精神障害者      5
特に    5
鼻腔    5
抑制    5
分泌    5
眠い    5
就寝    5
会社    5
過去    5
知識    5
敏感    5
暗い    5
味覚    5
喪失    5
難聴    5
上手    5
骨粗鬆症        5
しょうしょう    5
連れる  5
特定    5
特徴的  5
リスク  5
目安    5
意思決定        5
写真    5
契約    5
気づく  5
生活支援        5
受容    5
固い    5
帰宅    5
会議    5
在宅復帰        5
イライラ        5
調節    5
午後    5
定義    5
見当識障害      5
途中    5
昼食時  5
もう一度        5
発汗    5
体幹    5
磨く    5
水分摂取量      5
前頭側頭型認知症        5
嚥下機能        5
食器    5
蒸す    5
家族介護者      5
下着    5
保存    5
マットレス      5
抑      5
はっきり        5
自立支援        5
尊重    5
興味    5
個別支援計画    5
失敗    5
勤務    5
あまり  5
応答    5
失禁    5
病態    5
人物    5
流す    5
離れる  5
チームメンバー  5
強化    5
感染症  5
福祉    5
住民    5
福祉事務所      5
危険    5
重度訪問介護    5
就労    5
年金    5
普段    5
急速    5
砂場    5
シート  5
プログラム      5
運転    5
傾く    5
処方    5
ノーマライゼーション    5
原理    5
ほとんど        5
社会福祉協議会  5
訪問介護事業所  5
トラブル        5
窓口    5
社会福祉        5
食後    5
大丈夫  5
握る    5
介護方法        5
エレベーター    5
まっすぐ        5
石鹸    5
浣腸液  5
住宅改修        5
介護度  5
就労継続支援    5
製品    5
常に    5
環境因子        5
作業療法士      5
自立訓練        5
遊ぶ    5
介護実践        5
初めて  5
調べる  5
同行    5
整備    5
精神科病院      5
睡眠時間        5
語る    5
減る    5
任せる  5
著しい  5
障害者虐待      5
掃除機  5
緊張    5
狭い    5
親指    5
向く    5
入浴時  5
自助    5
施設内  5
歩ける  5
暴力    5
訪問看護        5
地域住民        5
断る    5
挨拶    5
忙しい  5
朝食    5
養育者  5
再会    5
認知症薬        5
交通事故        5
診察    5
日中活動        5
背景    5
液温    5
薬剤    5
パソコン        5
占める  5
実習生  4
痛い    4
与える  4
コントロール    4
入所当日        4
介護施設        4
施設長  4
禁止    4
監督    4
